url,page_name,page_type,parent_section,target_audience,user_intent,primary_topic,primary_cta,related_pages,phase,source_status
/industries/healthcare/healthcare-digital-marketing/,Healthcare Digital Marketing,Industry Crossover,Healthcare,A3 A2,Attract patients through search,Healthcare marketing,Book a consultation,/industries/healthcare/ | /services/search-ai-visibility/seo/local-seo/ | /use-cases/rank-in-local-search/,P2,NEW
/industries/healthcare/patient-acquisition-automation/,Patient Enquiry & Appointment Automation,Industry Crossover,Healthcare,A6,Reduce front-desk call load,Healthcare automation,Request an automation assessment,/industries/healthcare/ | /services/ai-automation/ai-voice-agents/ | /use-cases/automate-customer-support/,P2,NEW
/industries/education/,Education & EdTech,Industry,Industries,A2 A3,See sector-relevant capability for education,Education sector digital,Book a consultation,/industries/education/seo-for-education/ | /industries/education/admissions-automation/ | /services/search-ai-visibility/seo/,P1,NEW
/industries/education/seo-for-education/,SEO for Education Institutions,Industry Crossover,Education,A3,Increase admissions enquiries from search,Education search visibility,Get a free SEO audit,/industries/education/ | /services/search-ai-visibility/seo/local-seo/ | /use-cases/generate-more-leads/,P2,NEW
/industries/education/admissions-automation/,Admissions & Enquiry Automation,Industry Crossover,Education,A6 A5,Handle admissions enquiries at scale,Admissions automation,Request an automation assessment,/industries/education/ | /services/ai-automation/sales-automation/ | /use-cases/automate-sales-follow-up/,P2,NEW
/industries/real-estate/,Real Estate,Industry,Industries,A2 A1,See sector-relevant capability for real estate,Real estate digital growth,Talk to a strategist,/industries/real-estate/seo-for-real-estate/ | /industries/real-estate/crm-and-lead-automation/ | /work/by-industry/,P1,NEW
/industries/real-estate/seo-for-real-estate/,SEO for Real Estate,Industry Crossover,Real Estate,A3 A1,Get direct enquiries instead of portal leads,Real estate search visibility,Get a free SEO audit,/industries/real-estate/ | /services/search-ai-visibility/seo/local-seo/ | /use-cases/lower-cost-per-lead/,P2,NEW
/industries/real-estate/crm-and-lead-automation/,Real Estate CRM & Lead Automation,Industry Crossover,Real Estate,A5,Respond to property enquiries faster,Real estate sales automation,Get a lead-flow assessment,/industries/real-estate/ | /services/software-development/crm-development/ | /use-cases/automate-sales-follow-up/,P2,NEW
/industries/manufacturing/,Manufacturing,Industry,Industries,A1 A2 A6,See sector-relevant capability for manufacturing,Manufacturing digital,Book a consultation,/industries/manufacturing/b2b-lead-generation/ | /industries/manufacturing/manufacturing-websites/ | /services/ai-automation/process-digitisation/,P1,NEW
/industries/manufacturing/b2b-lead-generation/,B2B Lead Generation for Manufacturers,Industry Crossover,Manufacturing,A1 A5,Find buyers beyond the existing network,Manufacturing lead generation,Get a lead-flow assessment,/industries/manufacturing/ | /services/digital-marketing/lead-generation/ | /services/search-ai-visibility/seo/,P2,NEW
/industries/manufacturing/manufacturing-websites/,Websites & Product Catalogues for Manufacturers,Industry Crossover,Manufacturing,A1 A3,Present products credibly online,Manufacturing web presence,Discuss your project,/industries/manufacturing/ | /services/web-development/corporate-websites/ | /services/web-development/business-portals/,P2,NEW
/industries/ecommerce-retail/,E-commerce & Retail,Industry,Industries,A1 A3,See sector-relevant capability for retail,E-commerce growth,Talk to a strategist,/industries/ecommerce-retail/catalogue-automation/ | /services/search-ai-visibility/seo/ecommerce-seo/ | /services/web-development/ecommerce-websites/,P1,NEW
/industries/ecommerce-retail/catalogue-automation/,Catalogue & Order Automation,Industry Crossover,E-commerce,A6,Reduce manual catalogue and order work,Retail operations automation,Request an automation assessment,/industries/ecommerce-retail/ | /services/ai-automation/workflow-automation/ | /use-cases/reduce-manual-data-entry/,P3,NEW
/industries/saas-technology/,SaaS & Technology,Industry,Industries,A2 A3 A7,See sector-relevant capability for software companies,SaaS growth and engineering,Talk to a strategist,/industries/saas-technology/product-led-growth/ | /services/search-ai-visibility/seo/saas-seo/ | /services/software-development/saas-development/,P1,NEW
/industries/saas-technology/product-led-growth/,Product-Led Growth Analytics,Industry Crossover,SaaS,A3 A7,Understand and improve product-led acquisition,Product-led growth measurement,Request an assessment,/industries/saas-technology/ | /services/data-analytics/analytics-implementation/ | /services/digital-marketing/conversion-rate-optimization/,P3,NEW
/industries/financial-services/,Financial Services,Industry,Industries,A2 A8,See sector-relevant capability for finance,Financial services digital,Book a consultation,/technology/security-and-compliance/ | /services/ai-automation/document-data-processing/ | /services/data-analytics/business-intelligence/,P2,NEW
/industries/hospitality-travel/,Hospitality & Travel,Industry,Industries,A1 A2,See sector-relevant capability for hospitality,Hospitality digital growth,Talk to a strategist,/industries/hospitality-travel/direct-booking-growth/ | /services/software-development/booking-platforms/ | /services/search-ai-visibility/seo/local-seo/,P2,NEW
/industries/hospitality-travel/direct-booking-growth/,Direct Booking Growth,Industry Crossover,Hospitality,A1 A3,Reduce dependence on aggregator platforms,Direct booking revenue,Talk to a strategist,/industries/hospitality-travel/ | /services/software-development/booking-platforms/ | /use-cases/lower-cost-per-lead/,P3,NEW
/industries/professional-services/,Professional Services,Industry,Industries,A1 A2,See sector-relevant capability for consultancies and firms,Professional services growth,Book a consultation,/industries/professional-services/local-visibility/ | /services/search-ai-visibility/seo/local-seo/ | /services/digital-marketing/content-marketing/,P2,NEW
/industries/professional-services/local-visibility/,Local Visibility for Professional Firms,Industry Crossover,Professional Services,A1,Be found by nearby clients,Local visibility for firms,Get a local visibility audit,/industries/professional-services/ | /services/search-ai-visibility/google-business-profile/ | /locations/pune/,P3,NEW
/industries/logistics/,Logistics & Supply Chain,Industry,Industries,A2 A6,See sector-relevant capability for logistics,Logistics digital and automation,Book a consultation,/services/software-development/customer-portals/ | /services/ai-automation/workflow-automation/ | /services/data-analytics/dashboards-reporting/,P2,NEW
/industries/automotive/,Automotive,Industry,Industries,A1 A2,See sector-relevant capability for automotive,Automotive digital,Talk to a strategist,/services/search-ai-visibility/seo/local-seo/ | /services/software-development/crm-development/ | /industries/manufacturing/,P3,NEW
/industries/construction/,Construction & Infrastructure,Industry,Industries,A1 A2,See sector-relevant capability for construction,Construction sector digital,Book a consultation,/services/web-development/corporate-websites/ | /services/ai-automation/process-digitisation/ | /industries/real-estate/,P3,NEW
/industries/media-publishing/,Media & Publishing,Industry,Industries,A3,See sector-relevant capability for publishers,Media and publishing growth,Talk to a strategist,/services/search-ai-visibility/ai-search/ | /services/search-ai-visibility/seo/site-architecture/ | /use-cases/scale-content-production/,P3,NEW
/industries/startups-smes/,Startups & SMEs,Industry,Industries,A1,See what a smaller business can realistically get,Startup and SME digital,Book a consultation,/services/software-development/mvp-development/ | /engagement-models/ | /use-cases/launch-a-digital-product/,P1,NEW
/use-cases/,Use Cases,Hub,Use Cases,A1 A3 A5 A6,Find BizzFly by the problem I have,Business outcomes,Find your use case,/services/ | /industries/ | /work/,P1,NEW
/use-cases/generate-more-leads/,Generate More Qualified Leads,Use Case,Use Cases,A1 A3 A5,Increase enquiry volume and quality,Lead generation,Get a lead-flow assessment,/services/digital-marketing/lead-generation/ | /services/search-ai-visibility/seo/ | /use-cases/lower-cost-per-lead/,P1,NEW
/use-cases/increase-organic-traffic/,Increase Organic Traffic,Use Case,Use Cases,A3,Grow non-paid search visits,Organic growth,Get a free SEO audit,/services/search-ai-visibility/seo/ | /services/digital-marketing/content-marketing/ | /insights/guides/seo-guide/,P1,NEW
/use-cases/get-found-in-ai-search/,Get Found in AI Search,Use Case,Use Cases,A3 A2,Appear in AI-generated answers,AI search visibility,Request an AI visibility assessment,/services/search-ai-visibility/ai-search/ | /insights/guides/ai-search-optimization-guide/ | /compare/seo-vs-aeo-vs-geo/,P1,NEW
/use-cases/improve-website-conversion/,Improve Website Conversion,Use Case,Use Cases,A3 A5,Turn more visitors into enquiries,Conversion improvement,Request a CRO assessment,/services/digital-marketing/conversion-rate-optimization/ | /services/web-development/ui-ux-design/ | /services/search-ai-visibility/sxo/,P1,NEW
/use-cases/rank-in-local-search/,Rank in Local Search,Use Case,Use Cases,A1,Be found by nearby customers,Local search,Get a local visibility audit,/services/search-ai-visibility/seo/local-seo/ | /services/search-ai-visibility/google-business-profile/ | /locations/pune/,P1,NEW
/use-cases/automate-customer-support/,Automate Customer Support,Use Case,Use Cases,A6,Reduce repetitive support load,Support automation,Request an automation assessment,/services/ai-automation/customer-support-automation/ | /services/ai-automation/ai-chatbots/ | /industries/healthcare/,P1,NEW
/use-cases/automate-sales-follow-up/,Automate Sales Follow-Up,Use Case,Use Cases,A5,Stop losing enquiries to slow response,Sales automation,Get a lead-flow assessment,/services/ai-automation/sales-automation/ | /services/software-development/crm-development/ | /use-cases/reduce-response-time/,P1,NEW
/use-cases/reduce-manual-work/,Reduce Manual Work,Use Case,Use Cases,A6,Free the team from repetitive tasks,Workflow automation,Request an automation assessment,/services/ai-automation/workflow-automation/ | /services/ai-automation/process-digitisation/ | /use-cases/improve-operational-efficiency/,P1,NEW
/use-cases/reduce-manual-data-entry/,Reduce Manual Data Entry,Use Case,Use Cases,A6,Stop retyping data between systems,Data entry automation,Request an automation assessment,/services/ai-automation/document-data-processing/ | /services/data-analytics/data-integration/ | /use-cases/centralise-business-data/,P2,NEW
/use-cases/improve-operational-efficiency/,Improve Operational Efficiency,Use Case,Use Cases,A6 A2,Do more without adding headcount,Operational efficiency,Request an automation assessment,/services/ai-automation/ | /services/ai-automation/intelligent-automation/ | /services/data-analytics/dashboards-reporting/,P2,NEW
/use-cases/launch-a-digital-product/,Launch a Digital Product,Use Case,Use Cases,A2 A7,Take an idea to a working product,Product launch,Technical discovery call,/services/software-development/mvp-development/ | /services/software-development/product-design/ | /industries/startups-smes/,P2,NEW
/use-cases/modernise-legacy-system/,Modernise a Legacy System,Use Case,Use Cases,A7 A2,Replace ageing software safely,Legacy modernisation,Technical discovery call,/services/software-development/legacy-modernisation/ | /services/software-development/systems-integration/ | /technology/cloud-and-infrastructure/,P2,NEW
/use-cases/centralise-business-data/,Centralise Business Data,Use Case,Use Cases,A2 A6,Get one version of the truth,Data consolidation,Request an assessment,/services/data-analytics/data-integration/ | /services/data-analytics/business-intelligence/ | /services/software-development/systems-integration/,P2,NEW
/use-cases/improve-reporting/,Improve Reporting & Visibility,Use Case,Use Cases,A2 A3,See performance without manual spreadsheets,Reporting automation,Request an assessment,/services/data-analytics/dashboards-reporting/ | /services/digital-marketing/marketing-analytics/ | /services/data-analytics/business-intelligence/,P2,NEW
/use-cases/reduce-response-time/,Reduce Customer Response Time,Use Case,Use Cases,A5 A6,Answer customers faster,Response time reduction,Request an automation assessment,/services/ai-automation/customer-support-automation/ | /services/ai-automation/sales-automation/ | /services/ai-automation/ai-voice-agents/,P2,NEW
/use-cases/scale-content-production/,Scale Content Production,Use Case,Use Cases,A3 A4,Publish more without losing quality,Content operations,Request a content plan,/services/digital-marketing/content-marketing/ | /services/search-ai-visibility/ai-search/ai-content-strategy/ | /services/ai-automation/marketing-operations-automation/,P2,NEW
/use-cases/recover-from-traffic-drop/,Recover From a Traffic Drop,Use Case,Use Cases,A3,Diagnose and fix a sudden ranking loss,Traffic recovery,Get a free SEO audit,/services/search-ai-visibility/seo/technical-seo/ | /services/search-ai-visibility/seo/seo-audits/ | /free-seo-audit/,P1,NEW
/use-cases/migrate-without-losing-rankings/,Migrate a Website Without Losing Rankings,Use Case,Use Cases,A3 A7,Replatform safely,Migration risk management,Talk to a strategist,/services/search-ai-visibility/seo/seo-migration/ | /services/web-development/website-redesign/ | /insights/guides/website-redesign-guide/,P1,NEW
/use-cases/improve-website-speed/,Improve Website Speed,Use Case,Use Cases,A3 A7,Fix a slow website,Site performance,Get a performance audit,/services/web-development/website-performance/ | /services/search-ai-visibility/seo/technical-seo/ | /insights/tools/website-speed-test/,P2,NEW
/use-cases/expand-into-new-markets/,Expand Into New Markets,Use Case,Use Cases,A2 A3,Grow into new regions or countries,Market expansion,Talk to a strategist,/services/search-ai-visibility/seo/international-seo/ | /services/digital-marketing/growth-strategy/ | /services/web-development/website-redesign/,P3,NEW
/use-cases/improve-customer-experience/,Improve Customer Experience,Use Case,Use Cases,A6 A2,Make dealing with the business easier,Customer experience,Book a consultation,/services/software-development/customer-portals/ | /services/ai-automation/customer-support-automation/ | /services/web-development/ui-ux-design/,P3,NEW
/use-cases/lower-cost-per-lead/,Lower Cost Per Lead,Use Case,Use Cases,A3 A5 A1,Reduce acquisition cost,Acquisition efficiency,Request a performance audit,/services/digital-marketing/performance-marketing/ | /services/search-ai-visibility/seo/ | /services/digital-marketing/conversion-rate-optimization/,P2,NEW
/use-cases/build-an-ai-agent/,Build an AI Agent for My Business,Use Case,Use Cases,A6 A7,Understand what an AI agent could do here,AI agent deployment,Request an automation assessment,/services/ai-automation/ai-agents/ | /compare/chatbot-vs-ai-agent/ | /technology/ai-stack/,P2,NEW
/use-cases/scale-digital-operations/,Scale Digital Operations,Use Case,Use Cases,A2 A6,Grow without processes breaking,Operational scaling,Book a consultation,/services/ai-automation/ai-transformation/ | /services/software-development/systems-integration/ | /use-cases/improve-operational-efficiency/,P3,NEW
/work/,Work,Hub,Work,A2 A3 A8,See proof that BizzFly can do this,Client work and results,View case studies,/work/by-industry/ | /work/by-service/ | /work/client-stories/,P1,NEW
/work/by-industry/,Work by Industry,Listing,Work,A2 A3,Find proof in my sector,Sector case studies,View case studies,/industries/ | /work/ | /work/by-service/,P1,NEW
/work/by-service/,Work by Service,Listing,Work,A3 A7,Find proof for a specific capability,Capability case studies,View case studies,/services/ | /work/ | /work/by-industry/,P1,NEW
/work/results/,Results,Listing,Work,A2 A3 A8,Scan outcomes quickly,Measured outcomes,View case studies,/work/ | /work/client-stories/ | /contact/consultation/,P2,NEW
/work/client-stories/,Client Stories,Listing,Work,A1 A2,Hear from clients directly,Client testimonials,Book a consultation,/testimonials/ | /work/ | /about/,P2,REWRITE
/work/case-study-01/,Case Study 01 [CONTENT REQUIRED],Case Study,Work,A2 A3,See a comparable engagement,Verified client outcome,Book a consultation,/work/ | /industries/ | /services/,P1,CONTENT REQUIRED
/work/case-study-02/,Case Study 02 [CONTENT REQUIRED],Case Study,Work,A2 A3,See a comparable engagement,Verified client outcome,Book a consultation,/work/ | /industries/ | /services/,P1,CONTENT REQUIRED
/work/case-study-03/,Case Study 03 [CONTENT REQUIRED],Case Study,Work,A2 A3,See a comparable engagement,Verified client outcome,Book a consultation,/work/ | /industries/ | /services/,P1,CONTENT REQUIRED
/work/case-study-04/,Case Study 04 [CONTENT REQUIRED],Case Study,Work,A2 A3,See a comparable engagement,Verified client outcome,Book a consultation,/work/ | /industries/ | /services/,P1,CONTENT REQUIRED
/work/case-study-05/,Case Study 05 [CONTENT REQUIRED],Case Study,Work,A2 A3,See a comparable engagement,Verified client outcome,Book a consultation,/work/ | /industries/ | /services/,P1,CONTENT REQUIRED
/work/case-study-06/,Case Study 06 [CONTENT REQUIRED],Case Study,Work,A2 A3,See a comparable engagement,Verified client outcome,Book a consultation,/work/ | /industries/ | /services/,P1,CONTENT REQUIRED
/work/case-study-07/,Case Study 07 [CONTENT REQUIRED],Case Study,Work,A2 A7,See a comparable engagement,Verified client outcome,Technical discovery call,/work/ | /industries/ | /services/,P1,CONTENT REQUIRED
/work/case-study-08/,Case Study 08 [CONTENT REQUIRED],Case Study,Work,A2 A7,See a comparable engagement,Verified client outcome,Technical discovery call,/work/ | /industries/ | /services/,P1,CONTENT REQUIRED
/work/case-study-09/,Case Study 09 [CONTENT REQUIRED],Case Study,Work,A2 A6,See a comparable engagement,Verified client outcome,Request an automation assessment,/work/ | /industries/ | /services/,P2,CONTENT REQUIRED
/work/case-study-10/,Case Study 10 [CONTENT REQUIRED],Case Study,Work,A2 A6,See a comparable engagement,Verified client outcome,Request an automation assessment,/work/ | /industries/ | /services/,P2,CONTENT REQUIRED
/work/case-study-11/,Case Study 11 [CONTENT REQUIRED],Case Study,Work,A2 A3,See a comparable engagement,Verified client outcome,Book a consultation,/work/ | /industries/ | /services/,P2,CONTENT REQUIRED
/work/case-study-12/,Case Study 12 [CONTENT REQUIRED],Case Study,Work,A2 A3,See a comparable engagement,Verified client outcome,Book a consultation,/work/ | /industries/ | /services/,P2,CONTENT REQUIRED
/work/case-study-13/,Case Study 13 [CONTENT REQUIRED],Case Study,Work,A2 A3,See a comparable engagement,Verified client outcome,Book a consultation,/work/ | /industries/ | /services/,P3,CONTENT REQUIRED
/work/case-study-14/,Case Study 14 [CONTENT REQUIRED],Case Study,Work,A2 A3,See a comparable engagement,Verified client outcome,Book a consultation,/work/ | /industries/ | /services/,P3,CONTENT REQUIRED
/technology/,Technology,Hub,Technology,A7 A8,Judge whether BizzFly can really engineer,Technology capability,Technical discovery call,/technology/our-engineering-standards/ | /services/software-development/ | /work/by-service/,P1,NEW
/technology/ai-stack/,AI Stack,Technology,Technology,A7,Understand the AI tooling used,AI technology stack,Technical discovery call,/services/ai-automation/ | /technology/ai-governance/ | /services/ai-automation/llm-application-development/,P1,NEW
/technology/web-stack/,Web Stack,Technology,Technology,A7,Understand the web tooling used,Web technology stack,Technical discovery call,/services/web-development/ | /technology/cms/ | /technology/our-engineering-standards/,P1,NEW
/technology/cms/,Content Management Platforms,Technology,Technology,A3 A7,Choose the right CMS,CMS platforms,Technical discovery call,/services/web-development/cms-development/ | /compare/headless-vs-traditional-cms/ | /services/web-development/wordpress-development/,P2,NEW
/technology/ecommerce-platforms/,E-commerce Platforms,Technology,Technology,A1 A3,Choose the right store platform,E-commerce platforms,Discuss your project,/services/web-development/ecommerce-websites/ | /compare/shopify-vs-woocommerce/ | /industries/ecommerce-retail/,P2,NEW
/technology/cloud-and-infrastructure/,Cloud & Infrastructure,Technology,Technology,A7,Understand hosting and operations approach,Cloud infrastructure,Technical discovery call,/services/software-development/cloud-and-devops/ | /technology/security-and-compliance/ | /technology/our-engineering-standards/,P2,NEW
/technology/data-and-analytics-stack/,Data & Analytics Stack,Technology,Technology,A7 A3,Understand the data tooling used,Data technology stack,Technical discovery call,/services/data-analytics/ | /services/data-analytics/data-engineering/ | /technology/integrations/,P2,NEW
/technology/automation-platforms/,Automation Platforms,Technology,Technology,A6 A7,Know what automation tooling is used,Automation platforms,Request an automation assessment,/services/ai-automation/workflow-automation/ | /technology/integrations/ | /services/ai-automation/,P2,NEW
/technology/integrations/,Integrations,Technology,Technology,A6 A7,Check whether existing systems can connect,System integrations,Technical discovery call,/services/software-development/systems-integration/ | /services/software-development/api-development/ | /services/data-analytics/data-integration/,P2,NEW
/technology/mobile-stack/,Mobile Stack,Technology,Technology,A7,Understand mobile engineering approach,Mobile technology,Technical discovery call,/services/software-development/mobile-app-development/ | /technology/our-engineering-standards/ | /services/software-development/product-design/,P3,NEW
/technology/security-and-compliance/,Security & Compliance,Technology,Technology,A7 A8 A6,Assess data handling and security risk,Security and data protection,Technical discovery call,/about/trust-and-security/ | /technology/ai-governance/ | /industries/financial-services/,P1,NEW
/technology/accessibility-standards/,Accessibility Standards,Technology,Technology,A7 A8,Check accessibility approach,Accessibility engineering,Technical discovery call,/services/web-development/accessibility-compliance/ | /accessibility-statement/ | /technology/our-engineering-standards/,P3,NEW
/technology/our-engineering-standards/,Our Engineering Standards,Technology,Technology,A7,Judge engineering maturity,Engineering practice,Technical discovery call,/technology/ | /process/ | /services/software-development/qa-testing/,P1,NEW
/technology/ai-governance/,AI Governance & Responsible Use,Technology,Technology,A7 A2 A8,Understand AI risk controls,Responsible AI,Technical discovery call,/technology/ai-stack/ | /technology/security-and-compliance/ | /services/ai-automation/ai-consulting/,P1,NEW
/insights/,Insights,Hub,Insights,A3 A4 A2,Find useful thinking and reference material,Knowledge hub,Explore insights,/insights/blog/ | /insights/guides/ | /insights/glossary/,P1,NEW
/insights/blog/,Blog,Listing,Insights,A4 A3,Browse recent articles,Articles,Subscribe,/insights/topics/ | /insights/guides/ | /insights/newsletter/,P1,REUSE
/insights/guides/,Guides,Listing,Insights,A4 A3,Find an in-depth guide,Long-form guides,Read the guide,/insights/ | /insights/topics/seo/ | /insights/glossary/,P1,NEW
/insights/guides/seo-guide/,The Complete Guide to SEO,Guide,Guides,A4 A3,Learn SEO end to end,SEO fundamentals,Get a free SEO audit,/services/search-ai-visibility/seo/ | /insights/guides/local-seo-guide/ | /insights/glossary/,P1,NEW
/insights/guides/ai-search-optimization-guide/,The Guide to AI Search Optimisation,Guide,Guides,A3 A4,Understand how to be visible in AI answers,AI search,Request an AI visibility assessment,/services/search-ai-visibility/ai-search/ | /insights/guides/geo-guide/ | /compare/seo-vs-aeo-vs-geo/,P1,NEW
/insights/guides/aeo-guide/,The Guide to Answer Engine Optimisation,Guide,Guides,A3 A4,Learn how answers get selected,AEO,Request an AI visibility assessment,/services/search-ai-visibility/ai-search/aeo/ | /insights/guides/ai-search-optimization-guide/ | /insights/glossary/aeo/,P1,NEW
/insights/guides/geo-guide/,The Guide to Generative Engine Optimisation,Guide,Guides,A3 A4,Learn how to be cited by generative AI,GEO,Request an AI visibility assessment,/services/search-ai-visibility/ai-search/geo/ | /insights/guides/ai-search-optimization-guide/ | /insights/glossary/geo/,P1,NEW
/insights/guides/local-seo-guide/,The Local SEO Guide,Guide,Guides,A1 A4,Learn local search from scratch,Local SEO,Get a local visibility audit,/services/search-ai-visibility/seo/local-seo/ | /locations/pune/ | /insights/guides/seo-guide/,P2,NEW
/insights/guides/ecommerce-seo-guide/,The E-commerce SEO Guide,Guide,Guides,A3 A4,Learn e-commerce search growth,E-commerce SEO,Get an e-commerce SEO audit,/services/search-ai-visibility/seo/ecommerce-seo/ | /industries/ecommerce-retail/ | /insights/guides/seo-guide/,P2,NEW
/insights/guides/business-automation-guide/,The Business Automation Guide,Guide,Guides,A6 A4,Learn where automation pays off,Business automation,Request an automation assessment,/services/ai-automation/workflow-automation/ | /use-cases/reduce-manual-work/ | /insights/guides/ai-agents-guide/,P2,NEW
/insights/guides/ai-agents-guide/,The Guide to AI Agents for Business,Guide,Guides,A6 A7,Understand what agents can and cannot do,AI agents,Request an automation assessment,/services/ai-automation/ai-agents/ | /compare/chatbot-vs-ai-agent/ | /technology/ai-stack/,P2,NEW
/insights/guides/website-redesign-guide/,The Website Redesign Guide,Guide,Guides,A1 A3,Plan a redesign without breaking things,Website redesign,Discuss your project,/services/web-development/website-redesign/ | /use-cases/migrate-without-losing-rankings/ | /services/search-ai-visibility/seo/seo-migration/,P2,NEW
/insights/guides/conversion-optimization-guide/,The Conversion Optimisation Guide,Guide,Guides,A3 A5,Learn how to improve conversion,Conversion optimisation,Request a CRO assessment,/services/digital-marketing/conversion-rate-optimization/ | /use-cases/improve-website-conversion/ | /services/web-development/ui-ux-design/,P3,NEW
/insights/reports/,Reports,Listing,Insights,A2 A3,Find original research,Research reports,Download the report,/insights/ | /insights/whitepapers/ | /insights/newsletter/,P2,NEW
/insights/reports/ai-search-visibility-benchmark/,AI Search Visibility Benchmark [CONTENT REQUIRED],Report,Reports,A3 A2,See how brands perform in AI answers,AI visibility research,Download the report,/services/search-ai-visibility/ai-search/ | /insights/guides/ai-search-optimization-guide/ | /insights/reports/,P3,CONTENT REQUIRED
/insights/reports/india-mid-market-digital-report/,India Mid-Market Digital Report [CONTENT REQUIRED],Report,Reports,A2 A3,Understand sector benchmarks,Mid-market digital research,Download the report,/industries/ | /insights/reports/ | /insights/newsletter/,P3,CONTENT REQUIRED
/insights/whitepapers/,Whitepapers,Listing,Insights,A2 A7,Find technical position papers,Whitepapers,Download the whitepaper,/insights/ | /insights/reports/ | /technology/,P2,NEW
/insights/whitepapers/ai-governance-framework/,AI Governance Framework [CONTENT REQUIRED],Whitepaper,Whitepapers,A7 A2,Understand responsible AI controls,AI governance,Technical discovery call,/technology/ai-governance/ | /services/ai-automation/ai-consulting/ | /insights/whitepapers/,P3,CONTENT REQUIRED
/insights/whitepapers/search-architecture-for-ai/,Search Architecture for AI Systems [CONTENT REQUIRED],Whitepaper,Whitepapers,A7 A3,Understand technical AI visibility,Search architecture,Request an AI visibility assessment,/services/search-ai-visibility/ai-search/entity-optimization/ | /technology/ | /insights/whitepapers/,P3,CONTENT REQUIRED
/insights/glossary/,Glossary,Hub,Insights,A4 A3,Look up an unfamiliar term,Digital and AI terminology,Explore insights,/insights/ | /insights/guides/ | /insights/faqs/,P1,NEW
/insights/glossary/seo/,SEO,Glossary Term,Glossary,A4,Define SEO,Search engine optimisation,Read the guide,/insights/guides/seo-guide/ | /services/search-ai-visibility/seo/ | /insights/glossary/aeo/,P1,NEW
/insights/glossary/aeo/,Answer Engine Optimisation,Glossary Term,Glossary,A4,Define AEO,AEO definition,Read the guide,/insights/guides/aeo-guide/ | /services/search-ai-visibility/ai-search/aeo/ | /insights/glossary/geo/,P1,NEW
/insights/glossary/geo/,Generative Engine Optimisation,Glossary Term,Glossary,A4,Define GEO,GEO definition,Read the guide,/insights/guides/geo-guide/ | /services/search-ai-visibility/ai-search/geo/ | /insights/glossary/aeo/,P1,NEW
/insights/glossary/aio/,AI Optimisation,Glossary Term,Glossary,A4,Define AIO,AIO definition,Read the guide,/services/search-ai-visibility/ai-search/aio/ | /insights/glossary/geo/ | /insights/glossary/aeo/,P2,NEW
/insights/glossary/sxo/,Search Experience Optimisation,Glossary Term,Glossary,A4,Define SXO,SXO definition,Read the guide,/services/search-ai-visibility/sxo/ | /insights/glossary/seo/ | /insights/glossary/conversion-rate/,P2,NEW
/insights/glossary/ai-overviews/,AI Overviews,Glossary Term,Glossary,A4,Define AI Overviews,Google AI Overviews,Read the guide,/services/search-ai-visibility/ai-search/ai-overviews/ | /insights/glossary/featured-snippet/ | /insights/glossary/geo/,P1,NEW
/insights/glossary/entity/,Entity,Glossary Term,Glossary,A4,Define entity in search,Entities and knowledge graphs,Read the guide,/services/search-ai-visibility/ai-search/entity-optimization/ | /insights/glossary/knowledge-graph/ | /insights/glossary/schema-markup/,P1,NEW
/insights/glossary/knowledge-graph/,Knowledge Graph,Glossary Term,Glossary,A4,Define knowledge graph,Knowledge graphs,Read the guide,/insights/glossary/entity/ | /services/search-ai-visibility/ai-search/entity-optimization/ | /insights/glossary/schema-markup/,P2,NEW
/insights/glossary/schema-markup/,Schema Markup,Glossary Term,Glossary,A4 A7,Define schema markup,Structured data,Read the guide,/services/search-ai-visibility/ai-search/structured-data/ | /insights/glossary/entity/ | /insights/glossary/rich-result/,P1,NEW
/insights/glossary/rich-result/,Rich Result,Glossary Term,Glossary,A4,Define rich results,Rich results in search,Read the guide,/insights/glossary/schema-markup/ | /insights/glossary/featured-snippet/ | /services/search-ai-visibility/seo/on-page-seo/,P2,NEW
/insights/glossary/featured-snippet/,Featured Snippet,Glossary Term,Glossary,A4,Define featured snippets,Featured snippets,Read the guide,/insights/glossary/ai-overviews/ | /services/search-ai-visibility/ai-search/aeo/ | /insights/glossary/rich-result/,P2,NEW
/insights/glossary/llms-txt/,llms.txt,Glossary Term,Glossary,A4 A7,Understand llms.txt,AI crawler directives,Read the guide,/services/search-ai-visibility/ai-search/ai-crawlability/ | /insights/glossary/robots-txt/ | /insights/glossary/geo/,P2,NEW
/insights/glossary/robots-txt/,robots.txt,Glossary Term,Glossary,A4 A7,Understand robots.txt,Crawler directives,Read the guide,/services/search-ai-visibility/seo/technical-seo/ | /insights/glossary/llms-txt/ | /insights/glossary/crawl-budget/,P3,NEW
/insights/glossary/crawl-budget/,Crawl Budget,Glossary Term,Glossary,A4 A7,Define crawl budget,Crawling and indexation,Read the guide,/services/search-ai-visibility/seo/technical-seo/ | /insights/glossary/robots-txt/ | /services/search-ai-visibility/seo/enterprise-seo/,P3,NEW
/insights/glossary/core-web-vitals/,Core Web Vitals,Glossary Term,Glossary,A4 A7,Define Core Web Vitals,Web performance metrics,Get a performance audit,/services/web-development/website-performance/ | /use-cases/improve-website-speed/ | /insights/glossary/crawl-budget/,P2,NEW
